0,3.1416,0,0
0.00064723,3.1427,-0.71159,0.24853
-0.099349,3.1784,-1.4089,0.48354
-0.24739,3.2322,-2.0815,0.69694
-0.4408,3.3019,-2.7166,0.87957
-0.67604,3.385,-3.3023,1.0232
-0.94908,3.478,-3.8314,1.1223
-1.2342,3.5709,-4,1.085
-1.5192,3.6581,-4,0.97715
-1.8043,3.7378,-4,0.85213
-2.0894,3.8086,-4,0.71228
-2.3745,3.8695,-4,0.56
-2.6596,3.9193,-4,0.39766
-2.9445,3.9572,-3.9981,0.22704
-3.1795,3.9716,-3.2989,-0.10426
-3.3635,3.9619,-2.5856,-0.44047
-3.4941,3.9277,-1.8369,-0.78686
-3.5672,3.8675,-1.0323,-1.1487
-3.5778,3.7796,-0.15656,-1.53
-3.5207,3.6623,0.78988,-1.929
-3.3937,3.5147,1.7695,-2.3286
-3.2013,3.339,2.6848,-2.6851
-2.9579,3.1413,3.3984,-2.9354
-2.6842,2.9301,3.8232,-3.0384
-2.3986,2.7142,3.9891,-3.0063
-2.1123,2.5012,4,-2.8848
-1.8288,2.296,3.9599,-2.7164
-1.5468,2.1014,3.939,-2.5267
-1.262,1.9186,3.9782,-2.3265
-0.97564,1.7485,4,-2.112
-0.68929,1.5912,4,-1.8913
-0.40294,1.4525,4,-1.6706
-0.1358,1.3274,3.7311,-1.4755
0.09286,1.216,3.1923,-1.3275
0.28522,1.1165,2.6842,-1.1995
0.44272,1.0265,2.1961,-1.0905
0.56615,0.94471,1.7191,-1
0.65579,0.86956,1.2461,-0.9282
0.71151,0.79954,0.77122,-0.87533
0.7328,0.7331,0.28918,-0.84215
0.71882,0.66862,-0.20466,-0.82978
0.66839,0.60433,-0.7149,-0.83989
0.58,0.53827,-1.2464,-0.87481
0.47557,0.47533,-1.4708,-0.83681
0.3299,0.40634,-2.0483,-0.92336
0.14049,0.32896,-2.6606,-1.0429
-0.09542,0.24058,-3.3116,-1.1996
-0.3805,0.1381,-4,-1.3961
-0.6138,0.053817,-3.2751,-1.1435
-0.79631,-0.013547,-2.5641,-0.91063
-0.92928,-0.065296,-1.8705,-0.69595
-1.0138,-0.10256,-1.1925,-0.49571
-1.0507,-0.12607,-0.52574,-0.30509
-1.0404,-0.13616,0.13568,-0.11872
-0.98276,-0.13275,0.79835,0.069079
-0.87719,-0.11537,1.469,0.26417
-0.75722,-0.094756,1.6707,0.30903
-0.58766,-0.058612,2.365,0.52651
-0.36892,-0.0061885,3.0534,0.75479
-0.2005,0.02995,2.3491,0.52745
0.0094445,0.081199,2.9303,0.73983
0.17135,0.1185,2.2578,0.54547
0.28607,0.14255,1.5972,0.36144
0.35404,0.15371,0.9427,0.18251
0.37524,0.15192,0.28797,0.0031815
0.34918,0.13674,-0.37373,-0.18228
0.2749,0.10727,-1.0489,-0.37967
0.15103,0.062207,-1.743,-0.5945
0.049594,0.024904,-1.429,-0.48228
-0.00075459,0.0044553,-0.71378,-0.24086
-0.00011036,0.00074769,0.00012697,-0.00048921
